T27062;2026-09-23;18:21:33
Código de Integração;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;NÚMERO TELEFONE CELULAR;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;IDENTIFICADOR PESSOA RESPONSÁVEL;Transportadora;Títulos Vencidos;Forma de Pagamento Sugerida;Prazo de Pagamento Sugerido;Títulos A Vencer;Notas Fiscais;Contato;Formas de Pagamentos Disponíveis;Prazos de Pagamentos Disponíveis;Tipo de Frete;Entregas Realizadas;Pedidos
2654879587;2M CAR;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CORDOVIL;AVENIDA;MERITI;3863;LOJA;21250141;;;;;;;;;;;;;;;;;
235478854;ALEX VELLOSO RODRIGUES;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RAMOS;ESTRADA;ENGENHO DA PEDRA;1308;;21031030;;;;;;;;;;;;;;;;;
321154;RL AUTO PECAS;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;TRÊS CORAÇÕES;ESTRADA;HENRIQUE DUQUE ESTRADA MEYER;1685;LOTE 03;26030250;;;;;;;;;;;;;;;;;
32614541;ZE COMERCIO DE PECAS, ACESSORIOS E SERVICOS;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CENTRO;AVENIDA;NILO PEÇANHA;1263;;26215511;;;;;;;;;;;;;;;;;
323013164613;TAXI IMPÉRIO LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ROCHA;AVENIDA;CONDE DO PORTO ALEGRE;70;PARTE E 92;20960110;;;;;;;;;;;;;;;;;
655565464;LUIZ EDUARDO GONÇALVES FERREIRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
5649761;MZ RODAS E PNEUS LTDA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;MAGALHÃES BASTOS;AVENIDA;MARECHAL FONTENELLE;4251;;21750121;;;;;;;;;;;;;;;;;
2012456;RETA DE ITAGUAI AUTO PEÇAS EIRELI;;1;Brasil;RIO DE JANEIRO;ITAGUAÍ;CENTRO;AVENIDA;AYRTON SENNA DA SILVA;;LT 1 QD 3 PART;23810760;;;;;;;;;;;;;;;;;
265412587;LIXO PORTA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
236541841;JRVC AUTO PEÇAS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;COSMOS;RUA;GUARUJA;1866;LOJAS A B C D;23060660;;;;;;;;;;;;;;;;;
23614854;C. R. PIMENTEL OFICINA EM GERAL;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;JARDIM PRIMAVERA;ESTRADA;DO ROSÁRIO;;QD: 82 LT: 3;25215365;;;;;;;;;;;;;;;;;
3654788;ROGER CAR AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ILHA DO GOVERNADOR;ESTRADA;DO CACUIA;704;LOJA A / CACUIA;21921001;;;;;;;;;;;;;;;;;
95874;JR TRUCK;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
23564798;2L PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
234600;JOÃO VITOR (RESTAURANTE);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
0001234;JOÃO CARLOS GOMES LEONARDO;JOÃO CARLOS GOMES LEONARDO;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3214654878;MEGA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32365449874981;BORRACHARIA DO VAVÁ (GILSOMAR);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;AVENIDA;BRASIL;62003;;;;;;;;;;;;;;;;;;;
2323165464;MP AUTO PARTS SERVICOS DE REBOQUES;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;OLARIA;RUA;CARLINA;90;90B;21021360;;;;;;;;;;;;;;;;;
32654987213;LOQUECAR;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;MARECHAL HERMES;RUA;AMÉRICO ROCHA;380;;;;;;;;;;;;;;;;;;;
32654971;PEÇA OIL;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ILHA DO GOVERNADOR;ESTRADA;DO RIO JEQUIÁ;25;LOJA;21930010;;;;;;;;;;;;;;;;;
266564549;REDEKAR AUTO CENTER;;1;Brasil;RIO DE JANEIRO;SEROPEDICA;SEROPEDICA;FAZENDA CAXIAS;BR-465;29;;23895000;;;;;;;;;;;;;;;;;
00012345;RICARDO RODRIGUES CARDOZO;RICARDO RODRIGUES CARDOZO;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA ACTURA;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
32654987216;LIPS AUTOPEÇAS E PNEUS;LIP'S AUTOPEÇAS E PNEUS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;LOJA;ESTRADA DO MONTEIRO;2019;AO LADO DA PACHECO;23036340;21998997844;;;;;;;;;;;;;;;;
32654789;BORRACHEIRO BETEL (ALEX BOARETO);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2316444;PEDRO GOMES MORAIS JUNIOR (PORTA);;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
11445566;FALCON DISTRIBUIDORA;FACON DISTRIBUIDORA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
232618541020;HUNTER SOLUÇÕES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
00000221456212;CEARA JR COMERCIO DE ACESSORIO PARA AUTO LTDA;CEARA JR COMERCIO DE ACESSORIO PARA AUTO LTDA;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
00004554;FLC DOS SANTOS AUTO CENTER BORRACHARIA;FLC DOS SANTOS AUTO CENTER BORRACHARIA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;IMBARIÉ;RUA;EUZEBIO DE MATOS;29;QUADRA  E;25270370;2184532625;;;;;;;;;;;;;;;;
000225602;JULIO CESAR DE SOUZA;JULIO CESAR DE SOUZA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
2321649874984;João Severino Coelho;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
232164642;PS PRIME PENHA ZAP;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326564149;ANDERSON GUERRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
320121;MORIÁ TURBO RACING;MORIÁ TURBO RACING;1;Brasil;Rio de janeiro;Rio de janeiro;;av;itaoca;1961;;;;;;;;;;;;;;;;;;;
00001581;PIREMAXX RIO COMPRAS;PIREMAXX RIO COMPRAS;1;Brasil;;;;;;;;;21984635693;2138811891;cnogueirapneus@hotmail.com;;;;;;;;;C NOGUEIRA COMERCIO DE PNEUS ME;;;;;
3265489;CAMACHO AUTO CENTER;;1;Brasil;RIO DE JANEIRO;BELFORD ROXO;;RUA;BENJAMIM PINTO DIAS;833;LOJA;26130000;;;;;;;;;;;;;;;;;
0000025632;JAHU;JAHU;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
20120;BORRACHARIA 1515;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;AVENIDA;ARTHUR RIOS;1515;;;;;;;;;;;;;;;;;;;
00001023666;MONTE CASEIROS;MONTE CASEIROS;1;Brasil;RIO DE JANEIRO;PETROPOLIS;VAL PARAISO;RUO;RUA CORONEL FABRICIO DE MATTOS;102;;25685170;;;;;;;;;;;;;;;;;
021225252;TAXI NEIDE;TAXI NEIDE;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;ENCANTADO;RUO;RUA POMPILIO DE ALBURQUERQUE;290;;25225320;;;;;;;;;;;;;;;;;
03030;COELHÃO AUTO CENTER;COELHÃO AUTO CENTER;1;Brasil;RIO DE JANEIRO;QUEIMADOS;CENTRO;RUA;DOUTOR CARLOS ALBERTO REGO RAPOSO;;LT 20 QD 26;26310000;;;;;;;;;;;;;;;;;
326012154;THIAGO MONTEIRO BORRACHARIA;;1;Brasil;RIO DE JANEIRO;BELFORD ROXO;SANTO ANTÔNIO DA PRATA;AVENIDA;NUNES SAMPAIO;71;;;;;;;;;;;;;;;;;;;
32654987654654;LOJA;ADÃO - RICARDO DE ALBUQUERQUE;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;;;;;;;;;;;;;;;;;
32145612;VEM CAR (CARLOS ARTHUR);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;AVENIDA;João XXIII;310;;23560352;;;;;;;;;;;;;;;;;
6540650;EMPRESA DE TAXI;TAXI NEIDE LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ENCANTADO;LOJA;RUA POMPILIO DE ALBUQUERQUE;290;;20720125;21998685353;2125946586;contatotaxineide@gmail.com;;;;;;;;;;;;;;
000025565262;GD AUTOMOVEIS;GD AUTOMOVEIS;1;Brasil;RIO DE JANEIRO;BENTO RIBEIRO;;RUO;INTENDENTE MAGALHÃES;29;;21331596;;;;;;;;;;;;;;;;;
3265478911;TIAGO SUSPENSÃO (PEDRA);TIAGO SUSPENSÃO;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;GUARATIBA;ESTRADA;DA PEDRA;5029;ESTRADA DA PEDRA;23030380;21991085766;;thiagomiguellacerda@gmail.com;;;;;;;;;;;;;;
12154515218541;BORRACHEIRO RODILANDIA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32651515;BOSCH CAR SERVICE BOX - GP;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;REALENGO;ESTRADA;DA ÁGUA BRANCA;3959;EM FRENTE A FABRICA VITOR HUGO;;;;;;;;;;;;;;;;;;
323264616;Jallyson Silva Coelho;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32654987220;MARCELO PECHINCHA;MARCELO PECHINCHA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;21970215930;;;;;;;;;;;;;;;;
15552222;OFICINA CAR 7;OFICINA CAR 7;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;COMERCIO;ESTRADA DO PRÉ;2053;;;;;;;;;;;;;;;;;;;
323164615212;JORGE CABRAL PORTO JUNIOR PERRECO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265941312+9;JORGE LUIZ DE ABREU ROSA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;ANCHIETA;;;;;;;;;;;;;;;;;;;;;;
3216641063;MARCIO SILVA DOS SANTOS;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;RICARDO DE ALBUQUERQUE;;;;;;;;;;;;;;;;;;;;;;
231648782;JOSÉ MARCOS TORRES;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
2631451020;RONALDO FRANÇA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326230361;CENTRO AUTOMOTIVO WA EIRELLI WA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
154478489489481;LUCAR JACAREPAGUA (J SEIXAS);LUCAR JACAREPAGUA (J SEIXAS);1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
32615481;GILSON PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326548;GAUCHO CARCACEIRO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
21330790;NOVA ERA VEICULOS;LOJA DE PNEUS;1;Brasil;RJ;RIO DE JANEIRO;VILA VALQUEIRE;LOJA;;509;;21330790;;;;;;;;;;;;;;;;;
232964615;MEGA CAMPO GRANDE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
23265697;ALISON RAMOS DE HOLANDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
204491231;BORRACHEIRO 3 BROTHERS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3264058;INEGA NOVA IGUAÇU;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265497982;FERNANDO RICARDO DE ALBUQUERQUE;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3264150;Benetton Autocenter;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;CAMPO GRANDE;RUA;ARTUR RIOS;776;LOJA;23013470;;;;;;;;;;;;;;;;;
23164651;LUCAS SILVA DE SOUZA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
320614;DINAMICAR AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3265455646;MM AUTO CENTER;MM AUTO CENTER;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;TANQUE;LOJA;AV. GENEMÁRIO DANTAS;626;JACAREPAGUÁ;22740110;21970215930;2124257783;mmmotopecas626@gmail.com;;;;;;;;;;;;;;
32654556;TEL TEO;TEL TEO;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;;;;;;;;;;;;;;;;;
32165649;GARAGEM SA PETROPOLIS;;1;Brasil;RIO DE JANEIRO;PETRÓPOLIS;QUINTANDINHA;RUA;GENERAL RONDON;1002;;;;;;;;;;;;;;;;;;;
326154512;GARAGEM SA EXTRA PETROPOLIS;;1;Brasil;RIO DE JANEIRO;PETROPOLIS;QUITANDINHA;RUA;GENERAL RONDON;;DENTRO DO EXTRA;;;;;;;;;;;;;;;;;;
32694521;ALEX AJAX;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321147;CARIOCA PNEUS RECREIO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
36987;CARIOCA PNEUS BARRA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
65471;CARIOCA PNEUS RAMOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
789633;CARIOCA PNEUS TAQUARA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3644;CARIOCA PNEUS REALENGO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
355644122;TAXI VERDE LTDA (NOVO RIO);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SÃO CRISTOVÃO;RUA;AMAZONAS;179;GALPÃO;;;;;;;;;;;;;;;;;;
32654987216.94;JIRE BORRACHARIA;JIRE;0;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;;;;;;;;;;;;;;;;;
975758558;JIRE SERVIÇOS;JIRÉ SERVIÇOS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;RUA;rua heracrito graça;170;;25225320;21975758558;;contatojire@gmail.com;;;;;;;;;;;;;;
1264959;CASA DO TAXISTA AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32601;RICARDO MACHADO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
23261551;AUTO POLO PETROPOLIS;;1;Brasil;RIO DE JANEIRO;PETROPOLIS;CORREAS;ESTRADA;UNIÃO INDÚSTRIA;4628;;;;;;;;;;;;;;;;;;;
32617896;PENINHA GÁS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32647891;JOÃO GOMES DA SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
326549872139687;MARCELO WERNECK;MARCELO WERNECK;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;;LOJA;ESTRADA DO MONTEIRO;2019;;23036340;21970215930;;;;;;;;;;;;;;;;
985647;RIO PAIVA JACAREPAGUA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;JACAREPAGUA;ESTRADA;DO TINDIBA;1525;;;;;;;;;;;;;;;;;;;
23264154;RIO PAIVA BONSUCESSO;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BONSUCESSO;AVENIDA;ROMA;55;;;;;;;;;;;;;;;;;;;
12345655555;R CAR;R CAR AUTO CENTER LTDA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;VILA MARGARIDA;RUO;RUA MARTINIANO DE ALENCAR;29;LOTE 16;25225320;2170997176;;rcaritaguai@gmail.com;;;;;;;;;;;;;;
41112255522;RBN RIO CENTRO AUTOMOTIVO GP3 NITEROI;RBN RIO CENTRO AUTOMOTIVO GP3 NITEROI;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;FONSECA;AVENIDA;ALAMEDA SÃO BOAVENTURA;176;;24120196;2124624382;;;;;;;;;;;;;;;;
1122255455;CASTILHO;BORRACHARIA CASTILHO;1;Brasil;RIO DE JANEIRO;NILÓPOLIS;CENTRO;AVENIDA;AVENIDA GETÚLIO VARGAS;324;;25225320;;2126912971;castilhopneus2020@gmail.com;;;;;;;;;;;;;;
52212255555;J SEIXAS BRAS DE PINA;J SEIXAS BRAS DE PINA;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
1222255555;ALESSANDRO LIMA ESTRELA PRIMUS NOVA IGUAÇU;ALESSANDRO LIMA ESTRELA PRIMUS NOVA IGUAÇU;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;NOVA IGUAÇU;RUO;JOÃO VENANCIO DE FIGUEIREDO;1555;;25225320;;;;;;;;;;;;;;;;;
11225255555;ART RIO RODAS E BORRACHEIRO;ART RIO RODAS E BORRACHEIRO LTDA;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BANGÚ;RUO;CORONEL TAMARINDO;2448;;21840447;;2124029640;;;;;;;;;;;;;;;
41151651516;FERNANDO DA FONTE PIMENTEL MF TERESOPOLIS;FERNANDO DA FONTE PIMENTEL ME MF TERESOPOLIS;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;mfpneus@yahoo.com;;;;;;;;;;;;;;
3265498721685;AUTO ELETREICA NOVA LUCHESSI LTDA.;AUTO ELETREICA NOVA LUCHESSI LTDA.;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;TURUACÚ;LOJA;ESTRADA DO SAPÊ 28;28;LOJA;21550010;2130172092;;;;;;;;;;;;;;;;
1265651616516;LUCAS SILVA DE SOUZA;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
21981457871;VITOR CARLOS CARDOSO DOS SANTOS;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;PARQUE ELDOURADO;27;;25225320;21981457871;;;;;;;;;;;;;;;;
1545151515;DIOGO MOTO TAXI;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
2126680008;ZE COMERCIO DE PECAS ACRSSORIOS E SERVICOS;ZE COMERCIO DE PECAS ACRSSORIOS E SERVICOS;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;CENTRO;RUO;NILO PEÇANHA;1263;;26215511;;2126680008;;;;;;;;;;;;;;;
511855155;ROANITO PEREIRA PASSOS;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
15648964989;CAMPO PNEUS EIRELI (ROCHA);CAMPO PNEUS EIRELI (ROCHA);1;Brasil;RIO DE JANEIRO;RJ;CAMPO GRANDE;RUO;ESTRADA RIO DO A;1254;;25225320;;;;;;;;;;;;;;;;;
11090958;PARAIBA VEICULOS (R S B);PARAIBA VEICULOS (R B S);1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;REALENGO;RUO;RUA MARTINIANO DE ALENCAR;29;LOJA;25225320;21965787990;;FINANCIAMENTOSCLAUDIO@GMAIL.COM;;;;;;;;;;;;;;
216854451151;J SEIXAS DEL CASTILHO;;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
549484948944;AUTO CENTER ITAIPU;;1;Brasil;RIO DE JANEIRO;NITEROI;ITAIPU;RUO;ESTRADA FRANCISCO DA CRUZ;3345;;25225320;;;;;;;;;;;;;;;;;
326015;BETO SANTA CRUZ (TIAGOCARBURADOR);;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;SANTA CRUZ;RUA;TERESA  CRSITINA;117;LOJA;23515030;;;;;;;;;;;;;;;;;
38370608;LSP;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;JACARÉ;LOJA;RUA LINO TEIXEIRA;2019;;;;;;;;;;;;;;;;;;;
32123;C. R. PIMENTEL OFICINA EM GERAL (0103);;0;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
3214560;RAFAEL RODRIGUES SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
30205516;FABIANO FARIAS DA SILVA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
9654782;BORRACHEIRO SANTA ISABEL LTDA;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32610;DIEGO LIMA DA CRUZ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
30147;PRONTO RODAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
324567;STOP CAR AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
0987899;W MAK;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
000101010;LITORAL GAS (0102);;1;Brasil;RIO DE JANEIRO;RIO DAS OSTRAS;JARDIM BELA VISTA;AVENIDA;DOS BANDEIRANTES;;LOTE 1 QUADRA 9;28895520;;;;;;;;;;;;;;;;;
3123456;L G M ARARUAMA;;1;Brasil;RIO DE JANEIRO;ARARUAMA;PONTE DOS LEITES;RODOVIA;AMARAL PEIXOTO;83;LOJA 1;28977010;;;;;;;;;;;;;;;;;
3201;DUDU AUTO PEÇAS;;1;Brasil;RIO DE JANEIRO;CACHOEIRAS DE MACACU;PARQUE RIBEIRA;RUA;ALAMEDA SANTANA;33;;28695000;;;;;;;;;;;;;;;;;
1230;PNEU BARATO (0103);;1;Brasil;RIO DE JANEIRO;CABO FRIO;SÃO CRISTOVÃO;AVENIDA;AMERICA CENTRAL;505;;28909583;;;;;;;;;;;;;;;;;
324561;AUTO CENTER BATERIA;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;VILA DA PENHA;AVENIDA;BRAS DE PINA;1344;;21221250;;;;;;;;;;;;;;;;;
65236;MENDONÇA AUTO CENTER SPA - 0103;;1;Brasil;RIO DE JANEIRO;SÃO PEDRO DA ALDEIA;VINHATEIRO;ESTRADA;RJ 140 KM 08;279;;28940090;;;;;;;;;;;;;;;;;
3698751697;COSTA AZUL;;1;Brasil;RIO DE JANEIRO;RIO DAS OSTRAS;ATLANTICA;LOJA;ALCEBIADES SABINO DOS SANTOS;649;;28895658;;2131001935;COSTABRENDAB@HOTMAIL.COM;;;;;;;;;;;;;;
82657193;BC EFRAIM;AUTO CENTER RIO MINAS EIRELI;1;Brasil;RIO DE JANEIRO;RIO DAS OSTRAS;JARDIM CAMPOMAR;;PREFEITO JOSE BICUDO JARDIM;51;;28890374;;27598774;;;;;;;;;;;;;;;
098890;THIAGO STOP CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32145632;BOX 80 AUTO CENTER LTDA - 0103;;1;Brasil;RIO DE JANEIRO;NOVA FRIBURGO;CENTRO;AVENIDA;CONSELHEIRO JULIUS ARP;509;;28623000;;;;;;;;;;;;;;;;;
1225555566232;JUNCAR AUTO CENTER;JUNCAR AUTO CENTER;1;Brasil;RIO DE JANEIRO;araruama;araruama;RUO;trevo de são vicente;29;;28970000;;2226734027;juncarautocenter@hotmail.com;;;;;;;;;;;;;;
2197654000;WILDISON RANGEL PORTELA;;1;Brasil;RIO DE JANEIRO;GUAPIMIRIM;VALE DAS PEDRINHAS;;RUA 11;;;;21998224448;;;;;;;;;;;;;;;;
12255848;AUTO CENTER BATERIA - SERPEÇAS;AUTO CENTER BATERIA - SERPEÇAS;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;VILA DA PENHA;RUO;AV BRAS DE PINA;1344;;25225320;21964234248;2132681615;;;;;;;;;;;;;;;
322323;ALEXANDER BOLI BARCELOS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321514;RONY CAR AUTO CENTER;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;BENFICA;;;;;;;;;;;;;;;;;;;;;;
3265974;BOX AR 27;;1;Brasil;RIO JANEIRO;;;;;;;;;;;;;;;;;;;;;;;;
326148;KING PNEUS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
918981;ABUD AC RIO DAS OSTRAS;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
098i90;ABUD AC MACAÉ;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
398675223664;OTHON;;1;Brasil;RIO DE JANEIRO;RIO DE JANEIRO;MAGALHAES BASTOS;;GALPAO;1190;;21745310;;;;;;;;;;;;;;;;;
3265478910846;SHOPPING DAS PEÇAS (CABO FRIO);SHOPPING DAS PEÇAS (CABO FRIO);1;Brasil;RIO DE JANEIRO;CABO FRIO;JARDIN ESPERAÇA;RUA;ESTRADA DE BÚZIOS;550;;28922270;22988245058;;;;;;;;;;;;;;;;
32612231;FB ENGATES REBOQUES E PRODUTOS NAUTICO;;1;Brasil;rio de janeiro;rio de janeiro;piedade;rua;goias;652;casa 01;20756121;;;;;;;;;;;;;;;;;
21982460275;BORRACHARIA MARANHÃO;BORRACHARIA MARANHÃO;1;Brasil;RIO DE JANEIRO;NILOPÓLIS;CENTRO;RUO;RUA MARIA DE ARAUJO;1824;;;2123914502;21982460275;;;;;;;;;;;;;;;
4489489489489489;REDISCAP;REDISCAP;1;Brasil;RIO DE JANEIRO;DUQUE DE CAXIAS;;RUO;RUA MARTINIANO DE ALENCAR;29;;25225320;;;;;;;;;;;;;;;;;
9578416;RICARDO CARDOSO;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
77776345355335636;GONDIN PNEUS;GONDIN PNEUS;1;Brasil;RIO DE JANEIRO;BELFORD ROXO;CENTRO;;;501;;26113420;;2126616261;;;;;;;;;;;;;;;
23123;FULL AUTO CENTER;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
321456200;GABRIEL NERY RANGEL;;1;Brasil;RIO DE JANEIRO;NOVA IGUAÇU;PONTO CHIC;RUA;ULISSES MACIEL;187;;26032710;;;;;;;;;;;;;;;;;
232654512;THIAGO JEFERSON;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
32641521;JC CAR;;1;Brasil;;;;;;;;;;;;;;;;;;;;;;;;;
